time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-06-15 08:00:00,1.3909099999999999,1.39136,1.38513,1.38726,20131,20131,0,20
2009-06-15 12:00:00,1.38724,1.38891,1.38289,1.38396,21747,21747,0,20
2009-06-15 16:00:00,1.38402,1.38585,1.37554,1.37701,23163,23163,0,20
2009-06-15 20:00:00,1.37707,1.38031,1.37699,1.3786,8737,8737,0,20
2009-06-16 00:00:00,1.37866,1.38097,1.37477,1.37994,9791,9791,0,20
2009-06-16 04:00:00,1.37989,1.38504,1.37877,1.3829500000000001,12982,12982,0,20
2009-06-16 08:00:00,1.38297,1.39206,1.3814899999999999,1.38856,22955,22955,0,20
2009-06-16 12:00:00,1.38855,1.39321,1.38562,1.38647,24166,24166,0,20
2009-06-16 16:00:00,1.38642,1.39208,1.38301,1.38443,20123,20123,0,20
2009-06-16 20:00:00,1.38439,1.38552,1.38259,1.38345,8194,8194,0,20
2009-06-17 00:00:00,1.38349,1.38502,1.38062,1.38414,7590,7590,0,20
2009-06-17 04:00:00,1.38413,1.38921,1.3833199999999999,1.38803,9730,9730,0,20
2009-06-17 08:00:00,1.38803,1.39268,1.38581,1.38762,21125,21125,0,20
2009-06-17 12:00:00,1.3875899999999999,1.3896,1.38218,1.38703,23266,23266,0,20
2009-06-17 16:00:00,1.38703,1.39163,1.38319,1.39073,22156,22156,0,20
2009-06-17 20:00:00,1.39074,1.39839,1.3907,1.39424,10904,10904,0,20
2009-06-18 00:00:00,1.39423,1.39731,1.39319,1.3946,8073,8073,0,20
2009-06-18 04:00:00,1.3946,1.39686,1.3921700000000001,1.3940000000000001,8352,8352,0,20
2009-06-18 08:00:00,1.3939599999999999,1.39903,1.3906100000000001,1.39581,20241,20241,0,20
2009-06-18 12:00:00,1.39584,1.3986100000000001,1.39096,1.39836,14638,14638,0,20
2009-06-18 16:00:00,1.3982999999999999,1.40005,1.3913,1.3913,17542,17542,0,20
2009-06-18 20:00:00,1.39126,1.39174,1.38711,1.39052,8896,8896,0,20
2009-06-19 00:00:00,1.39049,1.39209,1.38822,1.39059,6069,6069,0,20
2009-06-19 04:00:00,1.3906,1.39476,1.38931,1.39361,7065,7065,0,20
2009-06-19 08:00:00,1.39351,1.39431,1.38825,1.39131,15872,15872,0,20
2009-06-19 12:00:00,1.39137,1.3947,1.39019,1.39208,19281,19281,0,20
2009-06-19 16:00:00,1.39219,1.40112,1.39043,1.3974,19747,19747,0,20
2009-06-19 20:00:00,1.39741,1.39862,1.3931,1.39372,6320,6320,0,20
2009-06-22 00:00:00,1.39487,1.3949099999999999,1.3885399999999999,1.39035,7127,7127,0,20
2009-06-22 04:00:00,1.39033,1.39216,1.38949,1.3906800000000001,8545,8545,0,20
2009-06-22 08:00:00,1.39067,1.39082,1.38353,1.38599,18655,18655,0,20
2009-06-22 12:00:00,1.38599,1.38616,1.3826399999999999,1.3845100000000001,19823,19823,0,20
2009-06-22 16:00:00,1.3845,1.39017,1.38299,1.38774,21197,21197,0,20
2009-06-22 20:00:00,1.38777,1.38789,1.38547,1.38562,8628,8628,0,20
2009-06-23 00:00:00,1.38561,1.38662,1.3832,1.38538,7761,7761,0,20
2009-06-23 04:00:00,1.3853900000000001,1.38696,1.3832900000000001,1.38346,10729,10729,0,20
2009-06-23 08:00:00,1.38347,1.39383,1.38284,1.39258,22487,22487,0,20
2009-06-23 12:00:00,1.39259,1.40238,1.39233,1.40151,25696,25696,0,20
2009-06-23 16:00:00,1.40179,1.41074,1.39856,1.4077600000000001,24328,24328,0,20
2009-06-23 20:00:00,1.40775,1.41034,1.40727,1.4074499999999999,7726,7726,0,20
2009-06-24 00:00:00,1.40743,1.40983,1.40619,1.4081000000000001,7616,7616,0,20
2009-06-24 04:00:00,1.40809,1.41061,1.40743,1.40805,9673,9673,0,20
2009-06-24 08:00:00,1.4081000000000001,1.41375,1.4058899999999999,1.40984,22209,22209,0,20
2009-06-24 12:00:00,1.40978,1.4102000000000001,1.40046,1.40307,25446,25446,0,20
2009-06-24 16:00:00,1.40301,1.40443,1.39492,1.39845,20767,20767,0,20
2009-06-24 20:00:00,1.39841,1.40004,1.38888,1.39293,12213,12213,0,20
2009-06-25 00:00:00,1.39292,1.3967399999999999,1.39266,1.39499,6815,6815,0,20
2009-06-25 04:00:00,1.3949799999999999,1.39749,1.39353,1.39639,9928,9928,0,20
2009-06-25 08:00:00,1.39634,1.39822,1.39277,1.39439,20852,20852,0,20
2009-06-25 12:00:00,1.39438,1.396,1.3898,1.39374,18675,18675,0,20
2009-06-25 16:00:00,1.39372,1.40127,1.38891,1.39931,16506,16506,0,20
2009-06-25 20:00:00,1.39927,1.39977,1.3978,1.3995199999999999,3918,3918,0,20
2009-06-26 00:00:00,1.39944,1.40456,1.39824,1.40439,6712,6712,0,20
2009-06-26 04:00:00,1.4043999999999999,1.40611,1.40256,1.40367,8604,8604,0,20
2009-06-26 08:00:00,1.40369,1.40856,1.40143,1.40744,20247,20247,0,20
2009-06-26 12:00:00,1.40744,1.41086,1.40643,1.40675,19862,19862,0,20
2009-06-26 16:00:00,1.40682,1.41173,1.40411,1.40686,19208,19208,0,20
2009-06-26 20:00:00,1.4068399999999999,1.4077899999999999,1.40549,1.40551,5705,5705,0,20
2009-06-29 00:00:00,1.40616,1.40762,1.40171,1.40213,5614,5614,0,20
2009-06-29 04:00:00,1.40217,1.40424,1.4002,1.4015900000000001,6950,6950,0,20
2009-06-29 08:00:00,1.40158,1.40329,1.39825,1.40215,17551,17551,0,20
2009-06-29 12:00:00,1.40213,1.40739,1.40213,1.4043700000000001,18390,18390,0,20
2009-06-29 16:00:00,1.40439,1.41024,1.40426,1.41004,18613,18613,0,20
2009-06-29 20:00:00,1.41004,1.41008,1.40705,1.4072200000000001,7080,7080,0,20
2009-06-30 00:00:00,1.40724,1.41254,1.40706,1.4118,8669,8669,0,20
2009-06-30 04:00:00,1.4118,1.41308,1.40999,1.41073,8272,8272,0,20
2009-06-30 08:00:00,1.41077,1.41513,1.4080300000000001,1.41208,20426,20426,0,20
2009-06-30 12:00:00,1.41209,1.41467,1.4059599999999999,1.40851,20933,20933,0,20
2009-06-30 16:00:00,1.40849,1.40851,1.40009,1.40263,20398,20398,0,20
2009-06-30 20:00:00,1.4026,1.40435,1.4019,1.4035199999999999,7404,7404,0,20
2009-07-01 00:00:00,1.4036,1.40531,1.40009,1.40116,6307,6307,0,20
2009-07-01 04:00:00,1.40121,1.40453,1.40114,1.40266,8746,8746,0,20
2009-07-01 08:00:00,1.40267,1.40866,1.40255,1.40651,14684,14684,0,20
2009-07-01 12:00:00,1.4065400000000001,1.41688,1.4045,1.41466,20650,20650,0,20
2009-07-01 16:00:00,1.41446,1.41965,1.41242,1.41716,19850,19850,0,20
2009-07-01 20:00:00,1.41715,1.41724,1.41363,1.41529,6842,6842,0,20
2009-07-02 00:00:00,1.41475,1.4153,1.41126,1.41317,7752,7752,0,20
2009-07-02 04:00:00,1.41318,1.41375,1.41016,1.4111799999999999,9355,9355,0,20
2009-07-02 08:00:00,1.41119,1.41243,1.4081000000000001,1.40862,21672,21672,0,20
2009-07-02 12:00:00,1.4086,1.40922,1.40117,1.40271,24558,24558,0,20
2009-07-02 16:00:00,1.4027,1.40338,1.39885,1.4025400000000001,19597,19597,0,20
2009-07-02 20:00:00,1.40255,1.40271,1.39273,1.3949500000000001,7449,7449,0,20
2009-07-03 00:00:00,1.39494,1.39913,1.3943699999999999,1.3989099999999999,7041,7041,0,20
2009-07-03 04:00:00,1.3989,1.40048,1.39784,1.39992,7617,7617,0,20
2009-07-03 08:00:00,1.39991,1.40274,1.39812,1.3992499999999999,15062,15062,0,20
2009-07-03 12:00:00,1.3993,1.40161,1.39813,1.40041,10546,10546,0,20
2009-07-03 16:00:00,1.4003999999999999,1.40117,1.39726,1.39831,5198,5198,0,20
2009-07-03 20:00:00,1.39836,1.399,1.39627,1.39797,1893,1893,0,20
2009-07-06 00:00:00,1.39551,1.39858,1.39528,1.3975,5651,5651,0,20
2009-07-06 04:00:00,1.39752,1.39977,1.39521,1.39754,7570,7570,0,20
2009-07-06 08:00:00,1.39758,1.39859,1.39026,1.39055,17880,17880,0,20
2009-07-06 12:00:00,1.39058,1.39325,1.3876,1.39301,17196,17196,0,20
